,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
638,2,3,1,1,1,0,2,5,0,5,2,0,5,4,4,0,0,1,0,1,3,4,5,3,4,2,5,4,0,3,1,1,1,3,3,3,4,4,2,5,3,5,3,0,5,2,3,0,1,2,5,0,2,1,2,4,3,3,2,5,2,3,0,2
639,1,1,0,4,0,0,4,1,0,1,5,3,2,4,4,1,1,3,0,4,1,4,1,2,3,2,1,4,0,3,4,0,0,2,3,0,0,1,4,1,2,5,3,1,5,2,5,1,3,5,3,3,1,3,3,1,0,3,2,2,4,2,3,4
640,0,5,3,5,3,1,1,3,1,3,1,1,3,0,4,0,1,5,4,5,3,2,0,4,5,1,0,5,4,3,2,3,4,4,5,4,3,0,1,4,0,2,3,1,4,3,1,4,5,1,4,1,2,0,0,1,5,3,2,4,5,4,3,3
641,1,5,4,1,0,4,3,3,3,5,4,1,5,5,0,4,1,4,3,4,0,0,4,2,4,0,0,4,5,0,5,5,2,5,0,1,3,1,5,2,1,1,1,0,2,5,3,2,3,1,4,0,2,4,1,3,2,5,5,5,0,1,1,3
642,5,0,5,5,4,5,3,5,1,2,0,0,3,5,4,1,0,2,5,3,5,0,5,5,4,2,3,3,1,0,3,4,4,0,0,1,1,3,2,2,5,5,4,4,2,3,0,0,0,5,1,4,4,1,1,5,0,2,5,2,4,5,0,4
643,4,1,2,0,4,3,3,2,0,5,4,2,4,3,5,1,3,5,4,4,4,3,5,3,2,1,0,2,3,3,5,5,4,3,5,0,2,2,3,5,2,5,3,2,0,1,0,0,0,0,0,4,0,0,0,1,5,5,0,0,5,5,5,1
644,2,5,2,1,2,4,5,5,1,1,0,0,1,4,1,5,5,2,0,0,1,5,4,1,2,1,0,5,1,3,5,2,3,3,1,5,3,0,5,1,3,4,4,2,0,1,5,5,5,0,5,0,3,2,4,5,0,2,0,1,2,4,2,3
645,2,3,1,1,4,2,0,2,3,1,4,0,1,5,0,5,3,1,4,0,3,4,2,5,2,2,2,5,4,1,2,4,5,4,3,0,4,2,0,4,2,1,0,4,5,1,3,1,5,0,3,0,2,5,0,5,0,1,1,2,2,1,3,4
646,0,0,1,0,5,3,3,0,4,2,1,4,3,5,5,1,4,4,4,0,3,3,1,2,3,4,4,1,5,1,4,2,2,0,1,0,4,4,3,3,2,0,5,1,1,1,1,0,1,2,2,3,2,5,0,2,4,1,5,3,4,4,2,2
647,3,4,4,2,3,5,1,0,3,3,0,1,3,3,0,3,1,1,5,3,0,1,1,3,5,0,0,3,4,4,3,0,0,2,0,5,2,4,3,1,2,0,3,2,1,1,1,5,1,4,0,3,2,1,5,0,4,4,0,1,2,4,0,3
648,1,1,3,1,2,0,3,0,3,1,3,3,1,0,1,0,1,4,3,3,5,5,5,0,5,5,0,2,0,2,1,3,3,2,3,3,0,4,2,4,0,3,4,4,2,0,4,2,1,4,2,3,2,3,2,0,3,2,4,5,3,1,1,5
649,5,4,0,1,3,0,4,0,4,4,1,2,1,3,0,4,0,2,2,1,1,2,4,5,4,5,5,0,5,5,0,5,4,0,1,1,1,0,5,2,0,5,0,4,1,0,1,1,1,3,4,5,2,1,3,1,0,3,1,2,1,1,5,1
650,1,1,0,5,0,3,0,3,0,5,2,1,1,1,1,5,0,4,1,3,5,4,3,4,1,0,0,2,5,2,0,5,4,1,2,5,4,0,2,2,5,3,0,4,5,1,3,4,0,2,5,1,2,2,3,1,5,0,5,1,5,0,5,3
651,1,1,1,3,1,3,2,0,2,1,3,4,1,4,1,1,2,0,0,2,0,1,5,4,1,2,3,3,1,2,3,5,3,1,3,2,4,0,3,1,0,3,5,5,1,0,0,4,0,3,2,1,5,2,5,1,4,3,5,2,5,2,4,1
652,4,3,1,1,1,1,4,3,3,1,1,0,5,5,3,0,3,4,0,2,0,5,5,0,3,0,0,4,3,0,3,2,1,1,3,3,0,5,2,5,3,5,3,3,0,5,1,2,2,5,5,2,1,3,5,5,4,1,3,1,5,2,3,4
653,1,5,0,0,1,2,3,5,3,2,2,4,1,3,4,5,3,0,3,3,4,1,4,1,3,2,3,2,4,2,2,1,5,0,1,5,5,2,2,5,4,2,1,2,1,3,5,3,3,5,1,1,1,2,5,5,4,3,1,0,4,3,1,2
654,4,3,1,5,3,5,2,2,4,4,0,2,1,5,2,1,3,4,4,4,5,2,2,4,2,0,0,3,1,4,5,3,2,2,2,2,4,3,5,5,1,1,1,4,0,0,5,4,3,3,3,4,3,2,5,2,0,5,3,0,0,2,2,2
655,1,0,3,3,0,1,5,3,0,0,1,5,2,4,1,4,4,2,2,1,3,3,1,5,5,2,1,1,3,2,4,2,0,4,2,3,5,5,3,1,0,2,3,5,3,5,2,5,4,2,4,3,3,3,2,4,0,5,0,1,3,1,5,3
656,1,3,4,1,5,1,4,0,5,4,2,4,3,3,2,1,4,4,2,3,4,4,2,0,3,3,2,5,0,5,1,1,3,3,0,0,1,3,4,0,0,5,2,1,0,3,5,0,5,1,4,1,3,2,3,3,0,2,3,4,4,4,3,4
657,2,2,2,2,4,3,4,5,1,0,5,0,5,1,5,5,5,0,3,5,3,1,2,1,4,3,5,0,1,3,3,2,0,3,3,0,5,1,0,3,3,0,3,4,0,3,3,5,5,4,1,2,4,1,5,2,2,2,0,1,1,4,1,5
658,4,2,5,4,5,5,2,2,2,0,3,4,1,2,3,3,3,0,2,5,5,3,5,3,0,0,0,5,4,2,2,2,1,3,3,2,4,2,1,2,4,1,5,3,3,1,4,4,2,4,1,3,5,2,4,5,0,1,3,5,0,2,4,2
659,1,3,0,1,5,3,2,5,0,4,3,5,0,2,4,1,3,3,1,0,3,2,4,5,5,4,2,5,0,1,0,2,3,3,0,0,3,0,5,3,3,1,1,5,3,3,4,1,3,5,3,0,2,3,0,0,1,3,3,5,3,5,0,4
660,2,0,2,5,0,0,1,0,0,5,1,0,2,3,5,4,5,5,4,5,1,4,5,3,1,4,1,0,3,0,0,2,4,2,4,2,2,0,2,2,5,5,0,0,4,0,0,5,5,2,2,0,5,3,1,2,3,4,1,5,4,0,1,0
661,5,5,0,0,3,3,3,4,5,1,3,1,1,0,2,5,2,5,4,2,3,1,2,0,0,2,1,2,2,4,5,5,1,4,2,4,2,4,0,1,1,5,0,1,4,0,1,2,1,0,1,4,5,2,3,1,2,5,0,1,5,4,5,0
662,0,2,4,0,2,4,2,3,0,3,1,1,2,5,1,5,5,2,4,4,0,2,1,5,2,1,2,2,1,0,2,3,3,3,4,4,2,0,1,0,3,3,5,2,3,0,0,1,3,0,1,5,4,3,1,5,0,0,5,0,3,5,1,4
663,4,1,0,1,0,5,4,4,1,4,0,4,2,4,1,1,1,3,2,4,1,0,4,3,2,5,3,0,4,1,2,4,3,5,5,2,0,1,1,4,1,3,2,0,3,3,5,3,3,0,5,3,3,5,3,2,0,3,3,5,5,2,0,5
664,3,4,2,3,0,0,2,3,1,4,0,0,4,2,1,4,4,0,0,0,5,3,2,1,4,4,0,1,3,4,1,5,1,0,0,1,0,1,0,5,2,1,1,2,5,4,4,2,1,4,0,4,3,0,4,1,0,4,1,4,5,3,1,1
665,5,0,1,2,0,4,1,0,4,4,3,4,3,2,4,2,5,4,2,5,0,1,4,5,0,2,2,0,2,0,4,3,3,2,4,1,2,2,0,2,1,5,2,2,0,4,1,3,1,0,3,1,4,5,3,1,1,2,1,5,3,1,1,2
666,5,4,2,5,3,2,2,4,5,0,4,3,0,4,1,0,3,2,3,3,2,5,5,1,5,2,4,4,1,1,5,2,5,1,0,3,0,5,1,1,1,1,2,2,3,0,0,5,4,3,5,1,2,3,3,2,1,3,1,0,0,1,0,4
667,5,4,5,4,5,0,1,1,1,5,5,0,2,0,4,5,5,1,4,1,4,0,0,1,0,1,2,0,1,2,5,1,5,5,4,2,3,2,0,1,0,2,1,4,0,1,0,2,1,0,0,3,4,5,4,3,4,1,3,0,5,5,3,2
668,3,3,0,5,3,4,0,5,5,4,3,0,5,2,3,2,2,1,5,4,3,0,3,1,5,2,1,5,4,1,0,0,1,4,1,3,4,1,1,1,0,1,4,3,5,5,5,4,4,4,4,3,5,5,1,2,4,5,4,3,1,1,1,3
669,0,4,2,1,1,0,2,5,4,4,5,3,2,1,3,3,2,4,3,0,2,0,2,4,4,2,1,2,1,1,1,5,5,3,3,4,4,4,1,1,5,2,1,2,4,3,0,2,0,4,0,5,1,3,2,3,4,0,1,1,1,4,2,3
670,3,1,5,1,1,5,1,5,5,2,3,1,4,2,4,5,5,2,4,5,5,4,1,2,1,4,4,4,0,5,5,3,5,0,2,4,0,0,5,2,4,0,5,0,0,2,0,0,5,5,1,2,0,4,5,0,2,1,0,5,3,1,5,2
671,3,0,5,5,3,2,3,1,5,4,5,4,0,1,5,5,4,5,2,0,3,0,4,3,2,3,0,2,4,4,2,5,3,2,1,3,4,4,4,3,0,5,0,0,4,3,1,3,4,5,3,0,5,4,2,1,5,2,0,2,3,2,3,1
672,4,0,0,3,1,0,2,5,5,5,1,3,4,3,3,0,4,0,5,2,0,3,0,5,2,0,1,0,1,2,2,2,2,1,0,1,2,3,4,1,4,3,0,3,5,2,4,4,2,0,1,5,4,4,2,1,0,4,2,3,5,3,4,0
673,1,4,4,2,5,4,5,0,0,5,5,3,4,2,4,5,4,5,1,2,2,2,4,3,0,1,5,5,5,0,0,0,0,2,1,4,0,2,4,3,1,1,1,5,1,4,3,3,3,3,4,5,5,4,3,3,3,5,3,5,2,1,3,0
674,5,2,2,5,0,5,3,1,1,2,3,2,1,5,0,4,4,3,1,5,3,4,1,1,0,3,0,1,0,4,1,3,0,0,2,4,4,3,5,1,3,1,4,3,4,5,1,5,1,5,4,1,3,5,0,5,4,3,2,5,4,5,5,0
675,5,5,0,3,5,5,2,4,3,4,5,1,5,3,3,0,3,3,3,3,5,4,0,3,1,2,1,1,0,4,5,5,3,3,5,3,2,0,2,1,0,4,5,4,4,3,2,4,1,4,2,1,4,4,2,5,1,2,3,2,5,1,3,5
676,1,5,4,4,2,1,0,1,1,4,5,0,3,2,3,1,0,0,3,4,1,0,2,0,4,5,2,2,2,1,3,2,2,4,0,5,5,5,1,4,0,4,2,1,4,5,3,3,1,1,2,5,0,5,1,0,2,1,1,4,2,4,5,5
677,0,3,3,3,2,2,4,0,5,1,2,0,2,3,0,2,4,2,5,0,2,5,4,0,0,0,1,5,2,2,1,2,1,4,0,1,2,4,0,5,3,0,5,1,1,1,1,5,0,5,3,1,5,0,3,2,2,4,2,1,5,0,0,4
678,2,4,0,1,3,3,5,3,4,2,2,5,0,3,3,0,5,0,5,0,2,4,0,2,2,5,5,0,0,4,4,1,1,0,3,3,2,3,4,3,2,2,5,0,0,1,3,1,4,4,3,2,0,2,4,1,5,4,4,5,2,1,3,1
679,0,3,1,4,5,2,2,4,2,4,3,5,5,1,5,3,3,1,0,1,3,5,1,1,3,4,2,1,2,4,1,4,5,1,1,3,1,2,1,0,3,0,5,3,5,1,1,5,0,1,4,3,1,2,4,1,0,4,1,2,0,5,5,5
680,4,1,2,3,5,4,0,0,2,4,1,0,1,1,4,5,3,4,5,0,2,1,2,0,4,2,5,5,5,3,4,2,4,2,0,0,5,3,2,2,1,3,0,2,3,4,5,2,0,1,4,5,4,0,5,5,1,5,2,4,1,4,0,2
681,5,3,4,1,4,4,2,4,0,0,2,5,3,1,0,0,1,4,1,0,3,4,1,4,5,5,0,2,3,0,5,2,1,5,5,4,0,5,4,3,0,3,1,2,3,0,2,2,3,2,3,2,3,3,0,1,1,1,2,2,5,5,4,5
682,0,1,3,1,1,0,2,3,5,5,3,1,0,0,4,5,0,0,0,2,5,1,2,1,2,5,4,3,2,3,4,5,5,1,1,3,2,2,4,3,3,2,4,5,4,2,0,2,2,3,1,3,3,1,3,1,3,0,4,5,5,0,1,3
683,2,2,5,2,4,0,5,1,5,4,5,4,5,3,2,5,5,0,2,5,5,3,4,0,1,1,3,3,0,0,0,1,3,4,5,1,3,2,2,4,4,4,3,4,0,1,4,2,4,4,3,5,4,0,1,0,5,2,2,2,1,4,0,5
684,0,1,3,5,1,1,3,1,1,4,4,2,2,0,5,3,1,5,0,4,2,4,3,3,1,5,1,2,5,5,2,1,2,3,4,4,4,4,3,1,0,5,2,0,1,2,3,3,3,0,4,3,4,4,3,2,5,0,4,5,5,3,2,2
685,4,0,2,4,0,0,4,2,1,3,3,4,3,5,1,5,5,5,0,0,4,1,2,1,0,2,3,0,5,3,1,3,3,4,2,1,1,5,0,4,1,0,5,4,2,5,5,0,2,5,4,2,4,0,1,5,3,1,2,2,3,5,4,4
686,2,1,5,4,0,3,4,3,1,3,3,4,0,3,4,0,1,3,4,0,0,3,3,2,2,4,3,4,4,3,1,2,1,4,0,5,5,4,5,3,0,1,5,5,5,2,0,2,1,4,0,1,1,2,3,3,3,4,1,5,4,3,0,2
687,3,1,1,1,4,1,0,4,0,1,0,1,1,4,2,5,1,1,3,0,4,4,5,1,4,5,2,0,0,4,1,4,3,0,3,0,2,1,3,1,0,0,2,0,0,3,3,2,5,4,2,5,4,5,4,2,5,5,0,1,5,1,5,2
688,1,3,5,1,0,3,3,0,0,1,1,2,2,2,3,0,5,4,0,2,0,4,0,0,1,2,5,3,4,4,5,3,4,1,4,4,4,0,0,1,3,2,5,5,2,1,1,0,3,2,5,5,0,3,2,1,1,3,3,0,0,3,2,5
689,2,5,1,1,2,3,0,1,1,4,2,5,0,4,1,2,5,3,5,4,4,2,1,1,3,2,2,3,2,0,1,5,4,5,2,2,2,2,0,1,5,1,3,5,4,3,3,3,2,5,2,2,2,0,2,1,0,2,1,5,0,0,3,4
690,5,1,4,1,5,5,1,0,3,0,2,5,1,0,0,2,4,0,0,5,5,2,4,3,5,4,1,0,0,5,5,0,4,1,2,4,3,3,3,4,3,5,0,0,3,1,4,5,3,5,5,5,3,0,3,2,5,3,0,2,5,0,4,1
691,0,1,3,0,2,0,3,1,4,3,5,2,2,4,0,3,4,2,1,5,1,0,2,4,5,4,3,0,2,1,4,2,0,3,0,3,2,1,4,0,3,0,1,4,4,5,0,2,1,4,3,5,0,1,1,3,1,0,3,2,1,0,0,1
692,1,0,5,4,5,1,1,3,4,5,2,4,2,5,4,2,2,5,1,4,0,1,4,1,4,0,1,4,0,2,2,4,3,2,1,2,0,5,2,3,5,5,4,4,2,0,0,1,1,4,4,0,3,0,3,1,1,2,4,0,0,5,0,2
693,4,1,5,2,5,2,2,2,5,5,2,2,3,0,3,3,2,4,1,2,3,5,1,4,3,2,4,0,1,5,1,2,2,2,2,2,3,2,3,4,4,2,3,1,4,3,1,3,2,4,2,5,2,4,5,0,2,0,0,5,3,4,0,3
694,5,4,3,5,5,4,1,2,2,4,2,5,1,0,4,4,5,3,0,2,3,3,4,5,4,2,0,0,1,5,1,0,0,5,1,5,1,4,3,3,4,1,3,0,0,3,2,5,2,2,1,2,0,2,0,1,5,0,2,3,3,5,2,3
695,5,1,5,5,3,5,1,1,1,1,3,3,2,0,5,5,4,3,0,0,2,2,2,4,1,3,3,2,4,0,0,0,0,0,4,5,2,3,5,1,5,5,2,3,4,4,1,4,3,3,1,5,2,2,4,5,1,3,1,3,0,4,2,2
696,1,0,5,4,1,0,4,5,1,0,3,0,1,2,4,2,2,2,4,2,5,5,3,0,0,3,3,2,1,5,0,0,3,4,2,4,5,2,4,0,1,1,0,5,3,2,4,2,0,0,5,0,1,2,1,4,0,0,1,4,3,2,5,3
697,1,3,5,5,4,0,4,0,0,4,3,0,4,2,2,5,2,3,5,1,0,5,0,3,0,5,5,5,5,4,5,4,3,1,0,4,5,1,5,5,4,3,1,2,5,4,2,3,0,0,0,3,5,3,5,5,1,2,0,4,4,5,0,5
698,3,3,0,4,0,4,1,5,4,1,5,0,5,2,1,5,3,2,2,1,5,0,5,0,5,1,5,0,0,4,1,0,3,1,4,3,5,0,2,5,3,0,3,5,4,5,2,5,0,3,4,5,3,4,4,5,0,5,0,3,2,5,5,2
699,3,5,0,0,4,5,2,2,1,3,1,3,5,5,4,2,2,0,2,2,1,1,4,5,4,1,5,4,1,5,1,5,1,1,1,3,3,2,4,4,3,5,0,5,0,4,0,4,3,4,0,1,3,4,1,4,4,2,3,2,3,0,1,5
700,3,0,2,1,0,0,1,1,1,0,0,1,3,0,5,5,0,1,0,3,4,0,0,2,1,2,0,3,1,0,0,5,3,3,2,0,0,2,1,5,3,1,3,4,4,2,0,3,4,4,0,0,5,4,1,1,3,0,3,3,3,4,3,5
701,2,1,0,0,3,4,2,3,4,4,5,3,2,2,1,3,3,4,4,2,1,5,1,5,3,1,1,2,4,0,0,5,2,5,0,3,3,2,3,2,4,2,0,5,2,0,5,0,3,3,2,4,0,3,1,4,1,0,3,5,3,5,0,5
702,1,2,2,4,2,0,0,2,5,3,1,1,3,5,4,0,1,2,1,3,4,2,5,0,5,4,1,5,3,2,5,3,5,3,3,2,1,4,0,1,2,3,4,1,1,2,4,0,4,2,5,4,4,5,3,1,4,0,2,0,1,0,4,0
703,0,2,0,3,5,4,4,0,0,3,5,2,1,2,2,5,3,5,0,1,5,4,2,4,2,4,2,5,4,1,4,2,5,5,2,5,3,1,3,2,3,3,1,2,5,1,5,0,2,0,1,4,0,1,1,4,0,4,1,0,0,4,1,1
704,0,2,2,3,1,3,1,5,0,1,4,0,3,5,2,3,4,1,1,4,1,2,3,2,5,2,3,4,5,5,4,5,1,5,4,0,3,0,2,5,0,5,4,1,3,5,4,2,0,2,4,5,0,4,4,4,2,4,0,1,0,0,0,3
705,3,3,5,1,4,4,4,0,4,2,4,2,0,2,4,2,5,2,2,4,3,5,0,4,5,2,3,1,0,2,1,2,2,5,4,1,4,2,2,3,1,0,2,1,5,3,3,0,5,2,2,5,1,3,2,0,3,4,3,5,0,3,5,0
706,0,1,0,3,1,3,1,5,2,0,1,2,2,3,3,0,2,1,5,5,2,2,1,4,3,1,5,3,0,0,1,1,1,1,4,2,1,4,3,3,4,3,0,2,1,3,0,2,1,0,0,5,4,3,2,3,0,4,4,3,2,1,1,5
707,2,0,2,2,2,5,3,3,1,1,5,4,5,4,5,4,2,1,3,5,3,4,4,3,2,0,0,5,5,2,0,2,2,3,2,0,0,1,4,0,0,0,2,0,0,3,1,0,3,1,4,3,2,1,5,0,4,3,1,1,1,2,5,1
708,4,4,1,3,2,5,1,5,3,5,0,0,4,1,0,5,5,0,2,2,1,5,4,5,5,1,2,3,3,4,5,5,5,1,3,5,4,3,3,5,3,0,5,0,1,2,5,2,2,4,4,2,5,3,0,1,2,4,2,1,4,0,0,5
709,4,1,4,2,1,5,5,1,2,2,2,4,1,5,5,0,3,2,4,3,2,5,4,3,3,5,2,0,5,4,1,5,3,1,5,4,4,4,3,3,5,4,0,3,1,3,5,5,3,4,0,1,5,0,3,5,4,0,0,5,2,5,1,1
710,2,0,4,2,3,0,0,3,5,3,2,4,5,2,1,5,1,4,4,5,4,3,4,2,2,4,1,0,1,1,3,5,3,3,2,1,1,3,3,3,2,1,3,2,3,5,3,0,3,4,0,1,4,4,5,5,0,1,2,0,4,4,3,0
711,4,5,1,5,0,4,3,3,0,4,5,2,3,5,3,5,1,0,0,5,5,0,3,2,5,3,1,2,5,3,5,1,3,4,4,3,5,1,4,0,3,2,3,0,2,1,1,4,0,1,0,5,2,2,1,1,3,5,0,3,3,0,0,0
712,3,5,3,3,3,4,0,1,3,2,0,3,2,5,1,1,0,5,1,3,0,1,1,0,5,3,1,1,3,1,5,4,0,0,4,5,1,0,2,4,1,4,5,3,3,4,1,5,4,0,4,5,0,0,5,2,4,0,5,4,4,3,0,2
713,1,0,0,2,5,1,5,3,0,4,5,2,3,2,3,1,3,4,1,4,1,2,5,4,2,0,5,0,1,3,1,1,0,1,0,2,4,3,1,0,2,0,2,2,2,1,2,1,0,5,5,2,0,3,5,3,0,2,2,4,1,3,1,4
714,5,4,5,0,1,1,3,0,4,1,2,2,3,1,1,5,1,4,3,0,2,1,4,5,2,2,2,3,3,4,4,2,1,2,2,4,3,0,2,0,3,0,4,5,3,3,4,1,1,2,5,5,5,5,3,3,0,0,3,0,1,2,2,0
715,3,4,4,4,3,1,3,2,1,3,5,2,3,3,1,5,2,4,2,4,1,5,2,3,4,1,2,3,3,2,1,2,4,4,2,1,2,2,2,2,1,3,3,5,4,0,5,1,1,3,2,4,1,2,0,2,2,4,4,5,5,1,1,0
716,5,0,0,2,4,1,0,4,5,1,1,1,2,2,0,2,3,3,4,2,3,3,2,1,3,2,5,5,3,3,0,2,0,0,1,5,0,4,5,2,1,4,5,5,2,4,2,5,1,2,1,3,1,0,5,0,1,5,3,0,0,1,0,2
717,1,2,4,1,2,0,3,5,1,0,5,3,3,2,4,2,1,0,2,3,3,4,1,3,5,2,2,0,3,1,0,1,4,5,4,3,5,2,3,3,3,3,0,2,5,5,5,2,4,0,3,5,4,5,5,5,2,0,3,2,5,1,4,2
718,5,1,0,0,1,1,4,2,3,4,2,3,4,2,2,0,3,3,0,1,1,2,3,5,5,5,4,1,0,5,3,0,5,1,2,1,5,1,4,2,1,4,2,5,1,5,2,4,3,5,0,4,0,4,5,2,0,4,4,5,4,2,3,2
719,2,5,3,0,1,2,0,1,1,0,5,5,1,4,5,3,1,1,1,4,0,5,1,3,0,0,0,0,1,4,5,5,1,1,1,4,1,5,3,4,5,1,4,4,2,2,5,4,3,0,3,3,1,0,4,0,4,3,0,2,3,5,3,4
720,5,4,0,5,4,0,5,0,5,4,5,5,5,3,1,5,0,2,5,3,3,1,2,2,1,1,2,5,5,1,0,1,1,4,2,0,5,4,0,3,3,4,0,2,1,5,5,4,0,0,0,5,5,3,0,0,0,4,0,1,2,5,2,3
721,1,1,4,2,1,1,2,1,1,1,5,4,3,3,1,0,0,2,3,5,4,4,0,2,3,2,5,3,2,5,4,1,4,0,2,2,1,2,3,1,0,3,5,2,5,1,1,3,2,0,4,1,3,2,4,0,0,5,0,2,4,2,1,5
722,1,0,5,3,2,1,4,0,2,2,3,1,4,0,0,1,2,2,4,5,4,3,5,4,0,1,5,2,2,3,2,2,1,4,3,3,0,1,0,4,4,3,5,0,2,0,1,0,4,3,0,0,2,2,0,4,5,1,3,4,1,5,1,1
723,3,3,0,0,2,0,5,5,1,2,5,5,4,0,5,4,4,4,1,5,2,2,2,4,0,2,0,4,4,5,5,1,4,3,2,2,0,2,5,1,0,5,1,0,0,4,4,4,1,4,4,5,5,5,3,0,4,3,2,1,1,4,1,4
724,0,3,1,3,0,2,0,0,3,3,1,0,4,1,1,4,0,4,4,2,1,3,0,5,4,1,4,0,3,2,4,1,0,5,2,3,2,4,1,1,0,5,2,0,4,4,2,1,4,0,4,3,2,5,3,2,2,1,5,2,5,1,1,4
725,5,5,5,0,3,5,3,1,2,4,1,0,0,0,1,0,5,4,2,2,1,2,5,4,0,2,3,2,2,2,4,3,1,1,0,2,0,4,1,1,3,5,2,3,2,2,4,2,5,5,0,3,2,4,4,2,2,3,0,1,0,4,0,1
726,3,4,0,1,3,0,5,5,2,2,5,3,4,0,3,2,0,3,4,0,2,2,1,0,3,1,5,3,1,1,5,3,4,2,0,1,0,2,2,4,5,5,1,5,2,4,3,1,5,4,1,0,4,5,0,1,2,3,3,3,2,2,1,3
727,1,2,5,5,0,1,0,2,5,4,2,0,1,2,3,2,5,0,5,0,3,4,3,4,0,1,5,2,4,4,1,3,4,5,1,1,4,4,0,3,2,2,1,0,3,0,5,2,2,5,1,1,0,5,4,3,0,2,4,5,4,2,0,3
728,4,5,5,3,5,0,1,4,3,5,1,1,4,4,2,4,4,0,5,5,0,3,5,5,0,0,4,1,3,3,3,1,1,2,2,1,2,0,5,0,3,3,0,1,2,1,4,2,1,1,3,3,0,4,1,0,2,2,5,4,1,4,3,4
729,4,2,5,5,5,4,2,4,5,4,3,3,1,1,4,5,5,1,1,5,1,2,3,5,0,4,1,3,5,2,4,2,2,2,5,5,4,5,3,0,5,3,5,4,3,0,2,4,3,2,4,0,4,2,2,1,5,5,5,3,5,5,3,4
730,1,5,0,2,2,4,2,5,5,1,3,2,1,0,5,2,0,1,4,0,4,4,0,1,5,2,3,3,5,0,5,2,3,3,1,5,0,2,2,3,4,5,4,4,3,5,5,2,3,5,2,1,5,4,1,2,3,3,2,1,0,0,0,0
731,3,5,2,5,3,5,4,1,4,4,0,5,3,5,2,3,0,0,2,3,5,2,0,5,5,1,5,1,1,1,0,3,0,3,2,0,3,2,5,0,1,3,3,0,4,0,3,3,4,2,1,3,1,5,4,0,1,1,0,1,3,4,1,0
732,4,0,2,2,1,2,1,4,2,3,4,4,5,1,2,4,5,4,5,5,5,4,1,0,2,1,5,2,0,1,3,1,2,4,4,2,1,1,0,1,0,0,2,0,2,1,0,4,3,3,3,0,2,2,3,5,5,1,2,3,1,2,5,1
733,3,3,3,1,4,4,3,2,5,1,4,2,1,1,3,5,2,2,3,1,2,2,3,1,5,1,5,1,2,0,4,0,1,0,1,2,1,0,3,5,0,0,2,2,5,2,2,2,2,1,1,3,3,1,3,0,0,5,2,1,5,0,5,3
734,1,3,0,4,4,5,0,4,2,4,5,1,4,5,3,3,2,2,5,2,1,5,4,3,1,2,5,4,3,0,1,4,1,3,0,3,5,5,1,0,5,4,1,4,0,2,5,3,2,3,2,1,5,0,0,1,0,1,4,4,0,5,5,1
735,4,1,2,5,5,3,4,1,1,0,0,1,4,2,5,4,2,0,5,5,2,1,4,4,3,3,3,5,1,2,3,4,1,5,2,3,3,2,2,3,0,1,3,0,0,1,4,0,5,3,2,2,5,4,5,3,3,0,2,3,1,4,1,5
736,1,2,1,5,4,2,4,2,4,3,2,5,5,2,4,3,3,5,2,0,5,5,5,5,0,2,4,1,2,1,1,2,4,5,4,5,2,5,0,4,5,5,2,1,2,1,1,4,5,1,0,2,1,0,5,4,5,3,4,2,4,4,1,2
737,3,2,0,3,4,5,5,0,0,4,5,3,0,5,4,5,4,1,2,0,1,5,2,3,0,1,5,0,5,5,3,3,1,0,2,3,2,2,2,4,1,2,4,3,3,1,5,4,3,4,3,2,0,2,4,2,0,5,2,3,4,3,4,2
738,3,2,2,0,1,0,2,4,3,3,3,3,2,5,1,5,1,3,0,4,1,0,3,4,5,0,3,3,2,3,1,4,0,4,3,3,5,1,2,4,0,2,4,0,5,1,5,2,3,3,5,3,0,0,5,3,2,1,2,3,1,3,0,5
739,2,3,5,2,1,4,0,0,1,2,0,3,0,2,1,1,2,4,1,2,1,3,1,2,2,0,0,1,1,3,0,0,1,5,2,1,0,5,3,1,0,1,3,3,2,1,5,5,0,3,0,2,2,3,2,2,0,3,0,1,4,0,1,0
740,5,2,5,5,1,3,5,3,0,5,4,2,1,5,0,4,5,2,3,3,4,3,1,3,3,1,0,0,0,4,1,0,5,0,5,5,4,0,2,0,3,4,0,5,2,5,2,4,2,2,2,3,2,3,3,0,3,1,3,0,2,3,1,3
741,5,4,2,5,5,5,3,3,0,3,3,1,3,5,2,3,5,5,4,4,0,4,5,3,0,3,1,1,3,1,2,2,4,4,5,5,2,1,1,3,2,4,0,3,1,0,3,3,5,2,5,1,2,1,4,5,1,2,3,4,3,1,5,1
742,2,3,4,5,1,1,0,0,0,1,5,1,5,3,0,4,0,4,5,0,2,5,1,1,3,2,3,2,0,0,5,2,2,5,4,5,3,0,2,3,2,2,0,0,2,0,3,4,0,5,3,4,1,1,1,0,5,1,5,4,2,3,2,3
743,2,3,4,0,0,1,3,0,1,5,5,2,1,1,3,3,5,3,3,4,2,0,1,4,2,1,0,4,2,0,2,3,4,0,2,0,1,2,2,4,1,0,5,4,5,3,0,4,3,4,3,1,3,1,0,2,1,0,0,1,1,1,5,3
